postal code,place name,latitude,longitude
50-305,Górzyn,51.5005,16.3962
59-600,Żerkowice,51.1542,15.5692
59-600,Płóczki Dolne,51.1034,15.5539
59-600,Kotliska,51.158,15.5158
59-620,Ubocze,51.0549,15.4288
59-620,Rząsiny,51.0801,15.4427
59-623,Pokrzywnik,50.9649,15.6239
59-630,Orłowice,50.9306,15.3534
59-630,Wola Augustowska,50.981,15.3583
56-300,Świętoszyn,51.5254,17.229
56-300,Brzezina Sułowska,51.5401,17.1495
56-300,Wodników Górny,51.6113,17.4725
56-300,Gajdówka,51.5574,17.3282
56-320,Brzostówko,51.434,17.4002
56-330,Trzebicko Dolne,51.5833,17.37
56-416,Grabowno Wielkie (Kolonia),51.3607,17.435
56-416,Drągów,51.4127,17.4838
56-420,Wabienice,51.1807,17.5875
56-420,Bierutów,51.1274,17.5436
56-513,Hałdrychowice,51.3626,17.6585
56-513,Oska Piła,51.3711,17.6176
55-200,Zabardowice,50.9563,17.2217
55-200,Stanowice,50.9742,17.2501
55-216,Pełczyce,50.907,17.2197
59-150,Świnino,51.5692,16.1494
59-160,Przesieczna,51.5877,15.9635
59-170,Łężce,51.5377,15.805
57-130,Konary,50.6499,17.1557
55-300,Ogrodnica,51.1483,16.5591
58-100,Bystrzyca Górna,50.7826,16.4567
58-100,Witoszów Górny,50.8196,16.3934
58-124,Strzelce,50.9092,16.6616
58-130,Tarnawa,50.9631,16.5388
58-170,Bronówek,50.9086,16.2197
51-120,Bagno,51.3407,16.8173
55-100,Janiszów,51.4061,17.1237
55-110,Borówek,51.3778,16.858
55-114,Kryniczno,51.2019,17.0484
55-120,Wielka Lipa,51.3254,16.8549
55-120,Rościsławice,51.2979,16.8369
55-140,Żmigródek Pod Lasem,51.4936,16.8876
55-140,Góreczki,51.479,16.7859
55-140,Czarny Las,51.5496,16.9496
55-140,Chodlewo,51.5294,16.8486
55-140,Łabuzki,51.4974,16.8503
55-140,Karnice,51.4824,16.8396
56-100,Tarchalice,51.3656,16.4861
56-100,Piotroniowice,51.3216,16.6574
56-100,Gródek,51.3859,16.7908
50-080,Zachowice,50.989,16.7818
50-116,Wilczyce,51.1285,17.1524
51-217,Pruszowice,51.1869,17.1366
52-116,Siechnice,51.0485,17.0817
52-279,Karwiany,51.0204,17.0098
55-002,Dobrzykowice,51.0954,17.1973
55-020,Rzeplin,51.0051,17.0233
55-040,Królikowice,50.9754,16.9086
55-040,Pełczyce,50.9663,16.959
55-040,Wierzbice,50.9525,16.8938
55-050,Stary Zamek,50.9316,16.8045
55-065,Tyniec Nad Ślęzą,50.8843,16.9304
55-080,Kilianów,51.0046,16.7447
55-080,Borzygniew,50.9713,16.6234
55-080,Krzeptów,51.0896,16.8907
55-081,Mietków,50.9764,16.6499
55-095,Bierzyce,51.2383,17.184
55-108,Tokary,51.2327,17.1411
57-200,Ząbkowice Śląskie,50.5909,16.8145
57-200,Jaworek,50.5991,16.8368
57-210,Krzelków,50.6241,16.9946
57-223,Głęboka,50.5169,17.061
57-240,Kamieniec Ząbkowicki,50.5356,16.897
57-250,Błotnica,50.4698,16.9241
59-901,Zgorzelec,51.1398,15.0123
59-916,Lutogniewice,51.0073,14.9677
59-500,Nowa Wieś Złotoryjska,51.1547,15.9143
59-516,Grodziec,51.1697,15.7809
59-300,Legnica,51.1995,16.2232
50-001,Wrocław,51.1313,17.1133
50-020,Wrocław,51.1011,17.0318
50-033,Wrocław,51.1023,17.0267
50-070,Wrocław,51.1067,17.0306
50-129,Wrocław,51.1108,17.0283
50-148,Wrocław,51.1092,17.0366
50-150,Wrocław,51.1112,17.036
50-215,Wrocław,51.115,17.0316
50-217,Wrocław,51.121,17.0312
50-219,Wrocław,51.1215,17.0306
50-228,Wrocław,51.1277,17.0329
50-251,Wrocław,51.1229,17.0368
50-304,Wrocław,51.1292,17.046
50-332,Wrocław,51.1183,17.0515
50-345,Wrocław,51.1148,17.0683
50-354,Wrocław,51.1147,17.0576
50-421,Wrocław,51.1003,17.0665
50-430,Wrocław,51.0972,17.0519
50-453,Wrocław,51.1027,17.0414
50-506,Wrocław,51.0854,17.0568
50-519,Wrocław,51.0935,17.0409
51-110,Wrocław,51.1339,17.02
51-145,Wrocław,51.1385,17.0569
51-167,Wrocław,51.1453,17.0797
51-522,Wrocław,51.0995,17.1557
51-601,Wrocław,51.1211,17.0765
51-621,Wrocław,51.1058,17.0843
51-644,Wrocław,51.1008,17.1081
52-128,Wrocław,51.0501,17.0939
52-218,Wrocław,51.0641,17.0318
53-228,Wrocław,51.0954,16.9893
53-314,Wrocław,51.0896,17.0176
53-345,Wrocław,51.0926,17.0261
53-612,Wrocław,51.1149,16.9934
53-671,Wrocław,51.113,17.0161
53-674,Wrocław,51.114,17.0054
54-050,Wrocław,51.1533,16.8972
54-105,Wrocław,51.1588,16.9399
54-615,Wrocław,51.0982,16.9386
54-703,Wrocław,51.1626,16.8728
58-302,Wałbrzych,50.7833,16.2886
58-309,Wałbrzych,50.8063,16.2836
87-702,Kruszynek,52.8134,18.7659
87-704,Jaranowo,52.6953,18.8137
87-706,Zakrzewo,52.7472,18.6026
87-710,Stare Rożno,52.8754,18.6332
87-710,Poczałkowo,52.8202,18.6419
87-731,Józefowo,52.8132,18.8544
87-305,Sumowo,53.3277,19.3177
87-305,Zarośle,53.3539,19.3575
87-305,Grabiny,53.4067,19.3651
87-312,Bachotek,53.3107,19.4709
87-320,Gołkowo,53.1865,19.567
87-326,Chojno,53.2557,19.2813
87-327,Zgniłobłoty,53.2828,19.2294
87-327,Czekanowo,53.3148,19.2758
87-335,Zasadki,53.11,19.5355
87-340,Kujawa,53.1783,19.4511
86-010,Stopka,53.2854,17.9289
86-017,Byszewo,53.2978,17.8178
86-022,Hutna Wieś,53.2325,18.1866
86-022,Magdalenka,53.2755,18.1188
86-061,Dobromierz,52.9954,18.0938
86-061,Kolankowo,52.978,18.035
86-221,Firlus,53.2699,18.6323
86-221,Wrocławki,53.2523,18.6052
86-230,Wierzbowo,53.3223,18.5884
86-253,Kosowizna,53.2807,18.4389
86-253,Trzebczyk,53.2389,18.4554
87-400,Gajewo,53.125,18.964
87-404,Rętwiny,53.1018,19.1996
87-404,Gaj,53.0725,19.1946
87-404,Szafarnia-Pólka,53.0979,19.1307
87-408,Piotrkowo,53.0075,19.0046
87-410,Wielkie Rychnowo,53.1467,18.8066
87-645,Sitno,53.038,19.0962
86-302,Wielkie Lniska,53.4789,18.8339
86-302,Wałdowo Szlacheckie,53.3857,18.7307
86-330,Dąbrówka Pgr,53.4782,18.8986
86-342,Partęczyny,53.4805,19.2016
87-200,Nowy Dwór,53.4056,18.9135
88-101,Niemojewo,52.7681,18.4025
88-110,Turzany,52.7896,18.3383
88-140,Murzynno,52.8576,18.4956
88-140,Wierzchosławice,52.8673,18.3514
88-140,Lipie,52.8774,18.4432
88-140,Markowo,52.8855,18.4843
88-140,Kępa Kujawska,52.9095,18.3471
88-140,Szpital,52.821,18.4451
88-170,Ludkowo,52.8192,18.0778
87-600,Brzeźno,52.8464,19.0495
87-600,Rumunki Głodowskie,52.8263,19.212
87-603,Płonczynek,52.7095,19.295
87-605,Małomin,52.7837,19.3804
87-605,Tłuchówek,52.7507,19.4859
88-300,Olsza,52.6367,18.0
88-300,Twierdziń,52.6923,17.9894
88-306,Parlinek,52.7194,17.8829
88-321,Goryszewo,52.6266,18.0258
88-324,Rzeszynek,52.5577,18.3257
88-324,Wysoki Most,52.5065,18.1338
89-110,Sadki,53.1592,17.4479
89-115,Krukówko,53.2193,17.5975
89-200,Jeziorowo,52.949,17.7672
89-200,Koraczewko,52.9224,17.6442
89-240,Dziewierzewo,52.9459,17.522
89-240,Paulina,53.0935,17.4936
89-240,Żarczyn,52.9177,17.5343
87-875,Orle,52.488,18.6445
88-200,Szostka,52.6704,18.4842
88-200,Czołowo,52.6189,18.5003
48-200,Dębowiec,50.285,17.5363
48-210,Browiniec Polski,50.3703,17.729
48-220,Brzeźnica,50.4459,17.6941
47-133,Barut,50.5539,18.4267
47-134,Balcarzowice,50.4622,18.3758
47-143,Buczki,50.4437,18.3254
45-235,Opole,50.6935,17.9527
45-353,Opole,50.663,17.94
45-442,Opole,50.6637,17.9907
45-523,Opole,50.654,17.9863
45-555,Opole,50.6495,17.9486
45-701,Opole,50.673,17.9112
45-706,Opole,50.6692,17.9148
45-804,Opole,50.6916,17.8702
45-829,Opole,50.6735,17.8888
38-710,Czarna Górna,49.3222,22.6687
36-204,Jabłonka,49.6967,22.1175
36-206,Humniska,49.678,22.0447
36-220,Wola Jasienicka,49.7552,21.8946
36-220,Orzechówka,49.7261,21.9446
36-220,Płosina Górna,49.7651,21.931
39-215,Żdżary,50.0402,21.209
39-220,Jaworze Dolne,49.9601,21.3574
39-221,Strzegocice,49.951,21.3162
39-230,Bukowa,49.8403,21.4184
39-230,Wola Brzostecka,49.8858,21.4558
39-231,Gorzejowa,49.9223,21.378
37-543,Laszki,50.0197,22.9014
37-543,Miękisz Nowy,50.0381,22.98
38-200,Sobniów,49.7233,21.4964
38-211,Dąbrówka,49.7758,21.401
38-230,Siedliska Żmigrodzkie,49.6026,21.572
38-460,Chlebna,49.7009,21.6201
38-471,Ustrobna,49.7458,21.6962
38-480,Wróblik Szlachecki,49.6142,21.8687
37-303,Kulno,50.3298,22.4812
37-611,Folwarki,50.2518,23.0843
37-630,Lipina,50.1382,22.9617
37-630,Dubiki,50.1861,23.0617
37-631,Bihale,50.0808,23.0484
37-120,Markowa,50.0226,22.3089
39-304,Łysaków,50.3512,21.2983
39-305,Gliny Małe,50.4108,21.3187
39-307,Wola Zdakowska,50.4193,21.3963
39-307,Ostrówek,50.4301,21.359
39-308,Kawęczyn,50.3022,21.2807
39-310,Partynia,50.2128,21.2916
39-332,Jaślany,50.3968,21.4835
39-340,Kębłów,50.4365,21.4643
39-340,Zarównie,50.4217,21.5348
37-405,Zdziary,50.5705,22.2606
37-410,Ulanów,50.4919,22.2704
37-413,Wólka,50.4561,22.4112
37-413,Maziarnia,50.5368,22.4181
37-418,Bystre,50.377,22.395
37-717,Hnatkowice,49.8711,22.7723
37-734,Leszczyny,49.6207,22.677
37-734,Sólca,49.6612,22.7363
37-741,Zalesie,49.7515,22.6711
37-750,Śliwnica,49.8516,22.4068
37-752,Bachórzec,49.8246,22.3336
37-753,Drohobyczka,49.8669,22.3561
37-205,Siennów,49.9635,22.4898
37-207,Gać,50.0257,22.3672
37-220,Pantalowice,49.9515,22.4387
37-220,Łopuszka Wielka,49.9349,22.3969
37-223,Rączyna,49.9265,22.4346
37-534,Dobcza,50.2305,22.7264
39-124,Wiśniowa,49.9887,21.7484
36-030,Błażowa,49.8855,22.0973
36-054,Rudna Wielka,50.0867,21.9523
36-060,Lipie,50.118,21.9425
38-505,Zboiska,49.5137,22.1108
38-505,Karlików,49.4331,22.0662
38-507,Raczkowa,49.6384,22.1842
38-516,Tarnawa Górna,49.4601,22.2545
38-533,Markowce,49.5392,22.1162
38-542,Rzepedź,49.3874,22.0949
38-542,Morochów,49.4703,22.1857
38-543,Wisłok Wielki,49.3953,21.9865
37-403,Jastkowice,50.6039,22.115
37-455,Dąbrowa Rzeczycka,50.6563,22.0399
37-455,Rzeczyca Okrągła,50.6453,22.0511
37-464,Turbia,50.6182,21.9868
38-100,Żyznów,49.8149,21.8358
38-114,Niebylec,49.8563,21.906
38-130,Glinik Średni,49.841,21.5774
38-131,Glinik Górny,49.847,21.5454
39-410,Jeziórko,50.5507,21.7895
39-442,Zagroble,50.4946,21.692
38-610,Berezka,49.3906,22.3854
38-623,Orelec,49.4439,22.4448
38-400,Krosno,49.6913,21.7592
35-021,Rzeszów,50.0297,21.9859
35-069,Rzeszów,50.0388,22.0018
35-102,Rzeszów,50.031,21.9767
35-232,Rzeszów,50.0666,21.9829
35-315,Rzeszów,50.0302,22.0045
35-629,Rzeszów,50.0339,22.0481
16-300,Netta-Folwark,53.7675,22.887
16-315,Stare Leśne Bohatery,53.7966,23.5335
16-320,Pieńki,53.7319,22.8939
16-320,Dreństwo,53.7143,22.7504
16-320,Tajno Podjeziorne,53.7042,22.8488
16-002,Nowe Aleksandrowo,53.1909,23.0654
16-010,Katrynka,53.2322,23.1476
16-020,Zamczysk,53.3477,23.1674
16-030,Jałówka,53.2427,23.3492
16-040,Zasady,53.2005,23.4498
16-050,Supruny,52.9402,23.6282
16-050,Tanica Górna,52.9548,23.7348
16-050,Maciejkowa Góra,52.9421,23.7045
16-050,Tylwica-Majątek,53.0379,23.4682
16-050,Krugły Lasek,52.9481,23.6806
16-061,Juchnowiec Górny,53.0148,23.1378
16-075,Wieczorki,53.1767,22.5486
18-112,Brzozowo-Muzyły,52.9189,22.7677
18-112,Dzierżki-Ząbki,52.9288,22.7902
17-100,Łubin Rudołty,52.7682,23.0091
17-100,Nałogi,52.8135,23.0963
17-100,Kozły,52.7081,23.2079
17-100,Haćki,52.835,23.1903
17-100,Parcewo,52.7372,23.2437
17-111,Jakubowskie,52.6677,23.017
17-111,Szeszyły,52.6206,23.1608
17-132,Zalesie,52.8406,22.8448
17-132,Szpaki,52.8116,22.9683
17-132,Kożuszki,52.817,22.9534
19-200,Uścianki,53.6395,22.4158
19-206,Wojdy,53.7174,22.6969
19-206,Rajgród,53.7313,22.6905
19-213,Ostrowik,53.4045,22.467
19-230,Skaje,53.581,22.2741
17-200,Czyżyki,52.7765,23.5401
17-200,Progale,52.7334,23.5437
17-200,Sorocza Nóżka,52.7935,23.6172
17-210,Radźki,52.8399,23.4472
17-220,Lewkowo Stare,52.8879,23.6946
17-220,Planta,52.8649,23.7418
17-230,Pogorzelce,52.7237,23.8055
17-250,Gruzka,52.5616,23.2026
18-500,Kiełcze-Kopki,53.4907,22.0212
18-500,Waszki,53.4129,21.8045
18-500,Kumelsk,53.4942,22.0676
18-500,Filipki Małe,53.5173,21.9863
18-520,Tafiły,53.3979,22.1801
18-520,Jurzec Włościański,53.3172,22.2034
18-520,Barzykowo,53.4027,22.1339
18-411,Jastrząbka Młoda,52.9966,21.9636
18-421,Żelechy,53.1791,22.2434
18-430,Wierciszewo,53.2279,22.4321
18-430,Rutkowskie,53.2594,22.4508
19-100,Kulesze,53.4103,22.6681
19-100,Konopczyn,53.3693,22.8329
19-100,Moniuszeczki,53.3853,22.7933
19-110,Klewianka,53.492,22.8218
16-500,Radziuszki,54.1085,23.3094
16-503,Głuszyn,54.0738,23.2407
16-503,Gremzdel,54.1533,23.1787
16-506,Daniłowce,54.0769,23.2997
16-515,Widugiery,54.2093,23.315
16-515,Oszkinie,54.2329,23.1881
16-515,Puńsk,54.2507,23.1796
17-300,Klukowo,52.4482,22.7805
17-300,Szerszenie,52.3977,22.9561
17-306,Kąty,52.5628,22.9215
15-813,Białystok,53.1532,23.1274
15-840,Białystok,53.1439,23.1372
15-861,Białystok,53.1414,23.1516
76-243,Mikorowo,54.4164,17.581
77-124,Wiślany,54.1948,17.6828
77-124,Sumin,54.1665,17.77
77-127,Nakla,54.1503,17.6887
77-130,Mielno,53.9454,17.4524
77-133,Piaszno,54.092,17.364
77-138,Zgnity Most,53.9256,17.336
77-138,Stary Most,53.9459,17.282
77-139,Upiłka,53.951,17.3251
77-200,Trzcinno,54.0881,17.0697
77-200,Kamnica,54.0174,16.8894
77-200,Świeszyno,53.9828,17.0737
77-200,Studnica,54.0459,16.9191
77-235,Popielewo,54.1598,16.9828
77-235,Zielin,54.2454,17.0995
89-607,Złota Góra,53.901,17.4264
89-607,Konarzynki,53.8208,17.3979
77-220,Świerkówko,53.8763,17.16
77-300,Skarszewo,53.6339,17.3893
77-304,Lestnica,53.7819,17.1196
77-304,Pieniężnica,53.8579,16.9617
77-310,Skowarnki,53.5996,17.0769
77-320,Nowa Brda,53.8773,17.2098
83-010,Rekcin,54.2412,18.5523
83-041,Warcz,54.2067,18.4829
83-042,Graniczna Wieś,54.1601,18.4534
83-050,Kolbudy,54.2705,18.4703
80-297,Miszewo,54.3886,18.3572
80-298,Czaple,54.3622,18.4332
83-304,Kosowo,54.3772,18.2628
83-322,Śnice,54.1814,17.916
83-322,Gapowo,54.2113,17.9066
83-323,Ameryka,54.3013,17.9312
83-324,Sarnówko,54.2729,18.1142
83-331,Skrzeszewo,54.2904,18.3467
83-332,Pikarnia,54.3107,18.2791
83-332,Borowo,54.3206,18.2928
83-333,Kożyczkowo,54.3549,18.0835
83-334,Bącka Huta,54.3692,17.9784
83-341,Kamionka Gowidlińska,54.3036,17.7177
83-342,Kukówka,54.4163,17.9326
83-406,Czarlina-Osada,54.0184,17.8988
83-412,Stefanowo,54.0591,18.2861
83-420,Bukowe Pole,54.0829,18.1569
83-423,Mały Podleś,54.0846,18.0272
83-424,Płocice,54.0708,17.8499
83-425,Tkalnia,53.9696,17.7791
83-430,Olpuch,54.0086,18.0312
83-430,Struga,53.9676,18.2575
83-440,Ameryka,53.8679,17.9266
83-440,Wiele,53.9274,17.859
83-442,Górki-Wybudowanie,53.9274,17.9059
83-442,Borsk,53.9491,17.9241
84-311,Osowo Lęborskie,54.4714,17.7796
84-315,Roztopczyn,54.4598,17.7141
84-360,Żarnowska,54.7237,17.5332
82-200,Lasowice Wielkie,54.0884,19.0752
82-224,Tropiszewo,54.1046,18.9576
82-112,Groblica,54.2249,18.9429
84-100,Celbowo,54.6861,18.3728
84-230,Dębogórze-Wybudowanie,54.5761,18.4305
76-214,Witkowo,54.619,17.2436
76-214,Smołdzino Poligon,54.6688,17.2376
76-248,Jawory,54.3179,17.4193
76-248,Budowo,54.3213,17.3914
76-248,Krzywań,54.4124,17.1535
76-251,Płaszewo,54.3212,17.0033
76-251,Sycewice,54.4207,16.8622
26-120,Gostków,51.1174,20.7524
26-120,Zbrojów,51.1057,20.7139
26-120,Kucębów-Borek,51.0779,20.6118
26-130,Ostojów,51.0143,20.8186
27-200,Starachowice,51.0411,21.0713
27-200,Kuczów,51.0012,21.133
27-220,Mirzec-Czerwona,51.1439,21.0775
27-220,Osiny-Mokra Niwa,51.1789,21.1022
27-225,Trzeszków,50.9279,21.1236
27-225,Wieloborowice,50.9177,21.1419
28-210,Łaziska,50.6172,21.2577
28-210,Wagnerówka,50.6317,21.3159
28-210,Kolonia Pęcławska,50.6376,21.3268
28-221,Strużki,50.4752,21.3597
28-221,Trzcianka-Kolonia,50.4763,21.4079
28-230,Tursko Małe-Kolonia,50.4495,21.3707
28-230,Zrębin,50.4426,21.2352
29-100,Bebelno-Kolonia,50.7643,19.9941
29-105,Oleszno,50.9402,20.0484
29-120,Rączki,51.0192,19.8947
29-135,Radków,50.7129,19.9882
29-135,Krasów,50.7409,20.0017
29-145,Lipiny,50.7482,19.9008
29-145,Maleniec,50.7598,19.7929
25-106,Kielce,50.8495,20.6274
25-302,Kielce,50.8711,20.6303
25-309,Kielce,50.8729,20.6345
25-367,Kielce,50.8677,20.6343
25-375,Kielce,50.8602,20.6346
25-392,Kielce,50.8588,20.6336
25-429,Kielce,50.8952,20.6624
25-456,Kielce,50.9056,20.6671
25-541,Kielce,50.8864,20.642
25-611,Kielce,50.8785,20.6174
25-639,Kielce,50.8878,20.5732
25-734,Kielce,50.8719,20.6024
25-822,Kielce,50.869,20.5458
11-200,Bukowo,54.1986,20.7532
11-200,Kinkajmy,54.2182,20.884
11-210,Lwowiec,54.2702,21.1427
11-210,Długa,54.2797,21.0083
11-220,Dzikowo Iławeckie,54.3265,20.409
11-230,Swędrówka,54.1389,21.0077
11-230,Biegonity,54.0691,20.8214
11-230,Pleśnik,54.0881,21.0723
14-500,Braniewo,54.3815,19.8213
14-500,Świętochowo,54.3704,19.9086
14-520,Różaniec,54.2318,20.1833
14-520,Żugienie,54.2504,20.0885
14-526,Podlechy,54.2429,19.9842
14-526,Wysoka Braniewska,54.2759,20.0313
14-530,Krzywiec,54.2887,19.6644
14-530,Niewiastowo,54.3344,19.6979
14-530,Baranówka,54.3169,19.7151
13-200,Kurki,53.2056,20.1822
13-230,Bryńsk,53.2,19.7811
13-230,Dębowiec,53.2525,19.7192
13-240,Chorab,53.2226,20.3058
14-400,Talpity,54.003,19.6596
14-400,Aniołowo,54.1183,19.5979
14-400,Kronin,53.9947,19.7607
19-300,Chruściele,53.8041,22.3243
19-300,Oracze,53.8709,22.3419
19-300,Suczki,53.7459,22.2423
19-300,Sędki,53.8456,22.4804
19-314,Borzymy,53.8192,22.6922
19-326,Glinki,53.695,22.3357
19-330,Laśmiady,53.9095,22.2493
19-330,Ostrów,53.8438,22.0542
11-500,Szczybały Giżyckie,53.9849,21.686
11-500,Bogaczewo,53.9646,21.742
11-510,Sucholaski,54.0066,21.9859
11-520,Ryn (Kolonia),53.9411,21.5353
14-200,Jezierzyce,53.6732,19.6312
14-200,Szeplerzyzna,53.5481,19.5061
14-220,Sobiewola,53.5939,19.2489
14-220,Klimy,53.6553,19.2545
14-229,Grabowo,53.5595,19.821
14-230,Bądki,53.8744,19.6259
14-260,Lubstynek,53.521,19.8762
11-400,Nowa Wieś Mała,54.0478,21.3781
11-400,Katkajmy,54.1194,21.3445
11-400,Muławski Dwór,54.038,21.36
11-400,Sławkowo,54.0381,21.3887
11-400,Wajsznory,54.0542,21.4063
11-420,Silec,54.171,21.546
11-430,Pomnik,54.1978,21.2231
11-430,Głowbity,54.1788,21.0975
11-430,Wandajny,54.1311,21.1234
11-440,Wólka Ryńska,54.0501,21.1643
11-440,Staniewo,54.0098,21.2276
11-440,Święta Lipka,54.0261,21.2174
11-440,Grodzki Młyn,54.0406,21.1264
11-100,Kraszewo,54.0802,20.5408
11-100,Sarnowo,54.1186,20.6566
11-130,Kumajny,54.1626,20.193
11-130,Krzykały,54.1348,20.1032
11-130,Orneta,54.116,20.1316
11-135,Świękity,54.0223,20.1684
11-710,Jeziorko,53.7906,21.4121
11-710,Głogno,53.7564,21.2151
11-710,Bieńki,53.7366,21.2391
11-710,Nowe Kiełbonki,53.6713,21.3177
11-730,Mateuszek,53.8768,21.6273
11-731,Miłuki,53.8265,21.1341
13-100,Bujaki,53.4621,20.3708
13-111,Janowiec-Jastrząbki,53.31,20.5115
13-111,Powierz,53.275,20.4283
13-111,Zabłocie Kanigowskie,53.3031,20.4836
13-124,Wola,53.2426,20.3398
13-124,Kadyki,53.2452,20.3224
13-304,Pustki,53.4982,19.6053
13-306,Mikołajki,53.4415,19.5087
13-306,Tomaszewo,53.4011,19.4628
13-306,Wawrowice,53.4424,19.4602
13-324,Mroczenko,53.3837,19.7027
19-400,Ślepie,53.9613,22.4571
19-400,Dąbrowskie-Osada,54.0768,22.558
19-411,Niemsty,54.0842,22.3216
19-411,Zawady Małe,54.1022,22.2678
19-411,Cichy Młyn,54.0933,22.2986
10-687,Stary Olsztyn,53.7296,20.523
11-001,Wadąg,53.8204,20.5229
11-008,Klony,53.9871,20.2089
72-310,Płoty,53.805,15.2647
72-320,Trzebusz,54.093,15.2643
72-342,Lędzin,54.0704,15.0763
72-342,Witomierz,53.9913,15.1214
72-344,Niechorze,54.0958,15.0851
74-111,Włodkowice,53.155,14.5345
74-500,Błądzim,52.993,14.2974
74-510,Piaseczno,52.9085,14.655
72-400,Giżkowo,53.8937,14.8623
72-400,Grabowo,53.9774,14.803
72-410,Kretlewo,53.8276,14.8939
72-410,Gacko,53.8919,15.0433
72-410,Barnisławice,53.7959,15.0229
72-500,Wapnica,53.8794,14.4394
78-113,Gąskowo,54.1466,15.7703
78-113,Stramniczka,54.1593,15.6897
78-120,Myślino,54.0293,15.6953
78-125,Czartkowo,53.9278,15.4766
76-004,Karnieszewice,54.2588,16.3481
76-004,Gracz,54.2505,16.3537
76-012,Kopaniec,54.001,16.7828
76-020,Kępsko,53.9915,16.7139
76-020,Kije,53.9022,16.5876
76-020,Pomorzany,53.9825,16.5824
76-024,Brzeźniki,54.1065,16.1877
76-034,Pękalin,54.2359,15.9442
76-037,Mączno,54.2029,16.0084
74-305,Świątki,52.898,14.9912
74-311,Borne,52.7984,14.8311
74-320,Osina,53.02,15.1839
74-320,Krzynka,52.9751,15.2498
71-220,Bezrzecze,53.4604,14.4609
72-002,Stobno,53.4127,14.4309
74-202,Parsów,53.2285,14.7229
74-202,Stare Chrapowo,53.1745,14.7881
74-204,Rokity,53.1304,14.8303
76-113,Marszewo,54.5102,16.6973
76-113,Karsino,54.4703,16.562
76-142,Sęczkowo,54.3453,16.5387
76-142,Malechowo,54.3081,16.5163
76-150,Gorzyca,54.3418,16.5077
76-150,Trzmielewo,54.4425,16.4279
76-150,Jeżyce,54.3587,16.4112
76-156,Bobolin,54.3913,16.3418
73-108,Morawsko,53.3641,14.7658
73-108,Kobylanka,53.3426,14.8716
73-110,Strachocin,53.3254,15.0854
73-110,Grzędzice,53.3682,14.9694
73-110,Kiczarowo,53.366,15.101
73-112,Kicko,53.4044,15.1048
73-130,Sierakowo,53.3027,15.4388
73-130,Okole,53.3873,15.4893
73-131,Brudzewice,53.3157,15.243
78-400,Brodźce,53.778,16.6306
78-400,Sierszeniska,53.6742,16.7626
78-400,Turowo,53.6512,16.728
78-407,Jelenino,53.6517,16.6343
78-422,Gwda Mała,53.7334,16.8179
78-425,Ponikwa,53.9022,16.9628
78-445,Rakowo,53.6104,16.3561
78-446,Krągi,53.5985,16.5803
78-446,Jeleń,53.6273,16.6059
78-450,Radostowo,53.8007,16.5043
78-460,Barwice,53.7433,16.3556
78-460,Żdżar,53.7169,16.3756
78-460,Grabiążek,53.7099,16.4124
78-311,Śliwno,53.7748,15.6233
78-312,Lekowo,53.8188,15.68
78-314,Międzyrzecze,53.8675,15.5665
78-314,Zagrody,53.8793,15.6798
78-316,Chomętówko,53.7278,15.8402
88-231,Oszczywilk,52.548,18.6198
87-337,Ruszkowo,53.1189,19.2627
87-337,Półwiesk Duży,53.1363,19.2345
87-510,Kotowy,53.0708,19.5644
87-510,Szustek,53.0356,19.6043
87-515,Nowy Kobrzyniec,52.9657,19.3126
87-517,Żałe,53.0269,19.3105
87-517,Trąbin-Wieś,53.0973,19.2605
89-410,Młynki,53.3639,17.5724
89-412,Borówki,53.42,17.6387
89-412,Dziedno,53.416,17.7461
89-421,Katarzyniec,53.2889,17.4817
86-100,Topolinek,53.3222,18.3016
86-140,Sierosław,53.5462,18.2838
86-150,Leśnictwo Stara Rzeka,53.6358,18.3163
86-170,Osiny,53.6453,18.6108
87-125,Dzikowo,52.9323,18.7792
87-140,Bocień,53.2462,18.7424
87-140,Świętosław,53.2298,18.7478
87-140,Sławkowo,53.1398,18.6738
87-152,Warszewice,53.1691,18.5342
87-640,Zimny Zdrój,52.9326,18.9055
85-511,Stary Sumin,53.5885,18.0046
89-511,Gołąbek,53.6143,17.9574
89-512,Błądzim,53.4731,18.1138
89-530,Śliwice,53.7097,18.1775
87-214,Ostrowo,53.2721,18.7594
87-732,Sarnówka,52.7131,18.8605
87-732,Kałęczynek,52.7299,18.8551
87-807,Przyruda,52.6401,19.0044
87-807,Smolarskie,52.5664,19.2583
87-820,Bogusławice,52.5088,19.1606
87-820,Goreń Nowy,52.5241,19.2823
87-820,Okna,52.4932,19.3322
87-820,Kłotno,52.4929,19.266
87-840,Kaliska,52.408,19.1332
87-840,Podgórze,52.4456,19.1421
87-840,Kłóbka,52.4536,19.1348
87-851,Łąki Zwiastowe,52.4691,18.9123
87-853,Smólsk,52.5982,18.9713
87-860,Nowiny,52.4528,19.0037
87-860,Florkowizna,52.3984,19.0624
87-860,Sławęckie Góry,52.3795,19.0908
87-865,Słubin,52.3653,18.8082
87-865,Rogóżki,52.4008,18.8944
87-865,Dziewczopole,52.3899,18.9116
87-890,Sułkowo,52.5033,18.8296
87-890,Lubraniec,52.5422,18.8322
87-890,Kłobia,52.521,18.9054
87-890,Kolonia Piaski,52.5422,18.813
88-400,Cerekwica,52.8298,17.6417
88-400,Dochanowo,52.8916,17.6133
